index,competition_name,competition_link,competition_tabindex,discipline_link,Event number,Event,Category,Minimum,Start Time,Total Entries,Total Participants,results_link
575,ליגה בוגרים ומסטרס צפונית 1,comp.asp?compID=1500,45,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10051,3,100m Backstroke,Women 10-99,00:00.00,09/02/2024 10:09:18,2,2,/LeagueTable/AthleticsDisciplineResults/44675?isModal=True
576,ליגה בוגרים ומסטרס צפונית 1,comp.asp?compID=1500,45,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10051,4,100m Backstroke,Men 10-99,00:00.00,09/02/2024 10:11:48,5,5,/LeagueTable/AthleticsDisciplineResults/44670?isModal=True
577,ליגה בוגרים ומסטרס צפונית 1,comp.asp?compID=1500,45,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10051,5,200m Breaststroke,Women 10-99,00:00.00,09/02/2024 10:14:18,2,2,/LeagueTable/AthleticsDisciplineResults/44677?isModal=True
578,ליגה בוגרים ומסטרס צפונית 1,comp.asp?compID=1500,45,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10051,6,200m Breaststroke,Men 10-99,00:00.00,09/02/2024 10:18:18,9,8,/LeagueTable/AthleticsDisciplineResults/44672?isModal=True
579,ליגה בוגרים ומסטרס צפונית 1,comp.asp?compID=1500,45,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10051,7,50m Butterfly,Women 10-99,00:00.00,09/02/2024 10:22:18,7,7,/LeagueTable/AthleticsDisciplineResults/44678?isModal=True
580,ליגה בוגרים ומסטרס צפונית 1,comp.asp?compID=1500,45,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10051,8,50m Butterfly,Men 10-99,00:00.00,09/02/2024 10:24:18,14,14,/LeagueTable/AthleticsDisciplineResults/44673?isModal=True
581,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,1,100m Freestyle,Women 14-99,00:00.00,20/02/2024 11:00:00,28,27,/LeagueTable/AthleticsDisciplineResults/47209?isModal=True
582,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,2,100m Freestyle,Men 15-99,00:00.00,20/02/2024 11:06:00,43,41,/LeagueTable/AthleticsDisciplineResults/47205?isModal=True
583,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,3,50m Breaststroke,Women 14-99,00:00.00,20/02/2024 11:16:00,10,10,/LeagueTable/AthleticsDisciplineResults/47210?isModal=True
584,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,4,50m Breaststroke,Men 15-99,00:00.00,20/02/2024 11:19:30,22,19,/LeagueTable/AthleticsDisciplineResults/47206?isModal=True
585,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,5,100m Backstroke,Women 14-99,00:00.00,20/02/2024 11:24:00,20,19,/LeagueTable/AthleticsDisciplineResults/47208?isModal=True
586,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,6,100m Backstroke,Men 15-99,00:00.00,20/02/2024 11:30:00,19,16,/LeagueTable/AthleticsDisciplineResults/47204?isModal=True
587,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,7,50m Butterfly,Women 14-99,00:00.00,20/02/2024 11:36:00,16,16,/LeagueTable/AthleticsDisciplineResults/47211?isModal=True
588,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,8,50m Butterfly,Men 15-99,00:00.00,20/02/2024 11:39:00,28,23,/LeagueTable/AthleticsDisciplineResults/47207?isModal=True
589,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,9,50m Freestyle,Women 14-99,00:00.00,20/02/2024 11:43:30,23,23,/LeagueTable/AthleticsDisciplineResults/47221?isModal=True
590,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,10,50m Freestyle,Men 15-99,00:00.00,20/02/2024 11:48:00,72,57,/LeagueTable/AthleticsDisciplineResults/47220?isModal=True
591,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,11,1500m Freestyle,Women 13-99,CategoryMinimumבנות 1420:00.00בנות 1519:40.00בנות 1619:15.00נשים 17-1819:15.00נשים 19-9919:15.00בנות 1319:15.00,20/02/2024 16:30:00,22,22,/LeagueTable/AthleticsDisciplineResults/45244?isModal=True
592,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,12,1500m Freestyle,Men 13-99,CategoryMinimumבנים 1518:15.00בנים 1617:55.00גברים 17-1817:30.00גברים 19-9917:15.00בנים 13-1417:15.00,20/02/2024 17:35:00,30,30,/LeagueTable/AthleticsDisciplineResults/45240?isModal=True
593,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,13,50m Breaststroke,Girls 14-15,CategoryMinimumבנות 1400:41.50בנות 1500:40.00,21/02/2024 09:00:00,40,39,/LeagueTable/AthleticsDisciplineResults/45186?isModal=True
594,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,14,50m Breaststroke,Boys 15-16,CategoryMinimumבנים 1500:37.50בנים 1600:36.50,21/02/2024 09:06:00,46,44,/LeagueTable/AthleticsDisciplineResults/45199?isModal=True
595,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,15,50m Breaststroke,Women 16-99,CategoryMinimumבנות 16-1800:39.50נשים 19-9900:38.00בנות 1300:38.00,21/02/2024 09:13:30,23,21,/LeagueTable/AthleticsDisciplineResults/45238?isModal=True
596,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,16,50m Breaststroke,,00:34.50,21/02/2024 09:18:00,34,33,/LeagueTable/AthleticsDisciplineResults/45212?isModal=True
597,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,18,50m Breaststroke,Men 19-99,00:32.50,21/02/2024 09:24:00,13,12,/LeagueTable/AthleticsDisciplineResults/45225?isModal=True
598,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,19,200m Backstroke,Girls 14-15,CategoryMinimumבנות 1402:52.00בנות 1502:47.00,21/02/2024 09:27:00,29,28,/LeagueTable/AthleticsDisciplineResults/45179?isModal=True
599,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,20,200m Backstroke,Boys 15-16,CategoryMinimumבנים 1502:33.00בנים 1602:29.00,21/02/2024 09:36:00,42,40,/LeagueTable/AthleticsDisciplineResults/45192?isModal=True
600,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,21,200m Backstroke,Women 16-99,CategoryMinimumבנות 16-1802:42.00נשים 19-9902:36.00בנות 1302:36.00,21/02/2024 09:53:30,21,21,/LeagueTable/AthleticsDisciplineResults/45231?isModal=True
601,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,22,200m Backstroke,,02:25.00,21/02/2024 10:04:00,22,21,/LeagueTable/AthleticsDisciplineResults/45205?isModal=True
602,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,24,200m Backstroke,Men 19-99,02:20.00,21/02/2024 10:14:30,7,7,/LeagueTable/AthleticsDisciplineResults/45218?isModal=True
603,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,25,100m Butterfly,Girls 14-15,CategoryMinimumבנות 1401:21.00בנות 1501:18.00,21/02/2024 10:18:00,45,44,/LeagueTable/AthleticsDisciplineResults/45178?isModal=True
604,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,26,100m Butterfly,Boys 15-16,CategoryMinimumבנים 1501:12.00בנים 1601:09.00,21/02/2024 10:28:00,54,52,/LeagueTable/AthleticsDisciplineResults/45191?isModal=True
605,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,27,100m Butterfly,Women 16-99,CategoryMinimumבנות 16-1801:16.00נשים 19-9901:11.50בנות 1301:11.50,21/02/2024 10:40:00,38,37,/LeagueTable/AthleticsDisciplineResults/45230?isModal=True
606,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,28,100m Butterfly,,01:06.50,21/02/2024 10:48:00,47,44,/LeagueTable/AthleticsDisciplineResults/45204?isModal=True
607,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,30,100m Butterfly,Men 19-99,01:03.50,21/02/2024 10:58:00,19,19,/LeagueTable/AthleticsDisciplineResults/45217?isModal=True
608,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,31,400m Freestyle,Women 13-99,CategoryMinimumבנות 1405:08.00בנות 1505:02.00בנות 16-1804:56.00נשים 19-9904:50.00בנות 1304:50.00,21/02/2024 11:02:00,45,44,/LeagueTable/AthleticsDisciplineResults/45245?isModal=True
609,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,32,400m Freestyle,Men 13-99,CategoryMinimumבנים 1504:44.00בנים 1604:36.00גברים 17-1804:30.00גברים 19-9904:24.00בנים 13-1404:24.00,21/02/2024 11:32:00,72,71,/LeagueTable/AthleticsDisciplineResults/45241?isModal=True
610,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,33,4X50m Freestyle Relay,Girls 14-15,00:00.00,21/02/2024 12:16:00,120,92,/LeagueTable/AthleticsDisciplineResults/46304?isModal=True
611,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,35,50m Backstroke,Girls 14-15,CategoryMinimumבנות 1400:32.50בנות 1500:31.80,22/02/2024 09:00:00,35,35,/LeagueTable/AthleticsDisciplineResults/45184?isModal=True
612,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,36,50m Backstroke,Boys 15-16,CategoryMinimumבנים 1500:33.50בנים 1600:32.50,22/02/2024 09:06:00,34,32,/LeagueTable/AthleticsDisciplineResults/45197?isModal=True
613,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,37,50m Backstroke,Women 16-99,CategoryMinimumבנות 1600:35.50נשים 17-1800:35.50נשים 19-9900:34.00,22/02/2024 09:12:00,31,29,/LeagueTable/AthleticsDisciplineResults/45236?isModal=True
614,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,38,50m Backstroke,,00:31.50,22/02/2024 09:18:00,29,24,/LeagueTable/AthleticsDisciplineResults/45210?isModal=True
615,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,40,50m Backstroke,Men 19-99,00:30.00,22/02/2024 09:22:30,12,12,/LeagueTable/AthleticsDisciplineResults/45223?isModal=True
616,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,41,200m Butterfly,Girls 14-15,CategoryMinimumבנות 1402:54.00בנות 1502:49.00,22/02/2024 09:25:30,24,24,/LeagueTable/AthleticsDisciplineResults/45183?isModal=True
617,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,42,200m Butterfly,Boys 15-16,CategoryMinimumבנים 1502:34.00בנים 1602:30.00,22/02/2024 09:36:00,23,23,/LeagueTable/AthleticsDisciplineResults/45196?isModal=True
618,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,43,200m Butterfly,Women 16-99,CategoryMinimumבנות 16-1802:45.00נשים 19-9902:40.00,22/02/2024 09:46:30,10,10,/LeagueTable/AthleticsDisciplineResults/45235?isModal=True
619,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,44,200m Butterfly,,02:30.00,22/02/2024 09:49:30,24,23,/LeagueTable/AthleticsDisciplineResults/45209?isModal=True
620,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,46,200m Butterfly,Men 19-99,02:23.00,22/02/2024 09:58:30,5,5,/LeagueTable/AthleticsDisciplineResults/45222?isModal=True
621,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,47,100m Freestyle,Girls 14-15,CategoryMinimumבנות 1401:10.00בנות 1501:08.50,22/02/2024 10:01:30,60,60,/LeagueTable/AthleticsDisciplineResults/45176?isModal=True
622,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,48,100m Freestyle,Boys 15-16,CategoryMinimumבנים 1501:02.50בנים 1601:01.00,22/02/2024 10:13:30,79,77,/LeagueTable/AthleticsDisciplineResults/45189?isModal=True
623,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,49,100m Freestyle,Women 16-99,CategoryMinimumבנות 16-1801:06.50נשים 19-9901:02.50,22/02/2024 10:29:30,50,47,/LeagueTable/AthleticsDisciplineResults/45228?isModal=True
624,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,50,100m Freestyle,,00:59.20,22/02/2024 10:39:30,51,49,/LeagueTable/AthleticsDisciplineResults/45202?isModal=True
625,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,52,100m Freestyle,Men 19-99,00:56.00,22/02/2024 10:51:30,30,26,/LeagueTable/AthleticsDisciplineResults/45215?isModal=True
626,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,53,200m Breaststroke,Girls 14-15,CategoryMinimumבנות 1403:13.00בנות 1503:09.00,22/02/2024 10:57:30,34,34,/LeagueTable/AthleticsDisciplineResults/45181?isModal=True
627,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,54,200m Breaststroke,Boys 15-16,CategoryMinimumבנים 1502:55.00בנים 1602:50.00,22/02/2024 11:11:30,42,41,/LeagueTable/AthleticsDisciplineResults/45194?isModal=True
628,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,55,200m Breaststroke,Women 16-99,CategoryMinimumבנות 16-1803:05.00נשים 19-9903:00.00,22/02/2024 11:29:00,14,14,/LeagueTable/AthleticsDisciplineResults/45233?isModal=True
629,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,56,200m Breaststroke,,02:44.00,22/02/2024 11:36:00,22,21,/LeagueTable/AthleticsDisciplineResults/45207?isModal=True
630,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,58,200m Breaststroke,Men 19-99,02:37.00,22/02/2024 11:46:30,10,9,/LeagueTable/AthleticsDisciplineResults/45220?isModal=True
631,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,60,4X50m Freestyle Relay,Boys 15-16,00:00.00,22/02/2024 11:49:30,111,80,/LeagueTable/AthleticsDisciplineResults/46306?isModal=True
632,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,61,50m Freestyle,Girls 14-15,CategoryMinimumבנות 1400:32.50בנות 1500:31.80,23/02/2024 09:00:00,77,72,/LeagueTable/AthleticsDisciplineResults/45185?isModal=True
633,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,62,50m Freestyle,Boys 15-16,CategoryMinimumבנים 1500:29.80בנים 1600:28.30,23/02/2024 09:12:00,78,76,/LeagueTable/AthleticsDisciplineResults/45198?isModal=True
634,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,63,50m Freestyle,Women 16-99,CategoryMinimumבנות 16-1800:31.00נשים 19-9900:29.50,23/02/2024 09:24:00,62,56,/LeagueTable/AthleticsDisciplineResults/45237?isModal=True
635,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,64,50m Freestyle,,00:27.00,23/02/2024 09:34:30,45,43,/LeagueTable/AthleticsDisciplineResults/45211?isModal=True
636,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,66,50m Freestyle,Men 19-99,00:26.00,23/02/2024 09:42:00,27,21,/LeagueTable/AthleticsDisciplineResults/45224?isModal=True
637,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,67,200m Individual Medley,Girls 14-15,CategoryMinimumבנות 1402:54.00בנות 1502:50.00,23/02/2024 09:46:30,40,40,/LeagueTable/AthleticsDisciplineResults/45182?isModal=True
638,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,68,200m Individual Medley,Boys 15-16,CategoryMinimumבנים 1502:34.00בנים 1602:31.00,23/02/2024 09:59:00,50,49,/LeagueTable/AthleticsDisciplineResults/45195?isModal=True
639,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,69,200m Individual Medley,Women 16-99,CategoryMinimumבנות 16-1802:46.00נשים 19-9902:40.00,23/02/2024 10:16:00,23,22,/LeagueTable/AthleticsDisciplineResults/45234?isModal=True
640,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,70,200m Individual Medley,,02:28.00,23/02/2024 10:26:00,30,29,/LeagueTable/AthleticsDisciplineResults/45208?isModal=True
641,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,72,200m Individual Medley,Men 19-99,02:22.00,23/02/2024 10:35:00,15,14,/LeagueTable/AthleticsDisciplineResults/45221?isModal=True
642,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,73,100m Backstroke,Girls 14-15,CategoryMinimumבנות 1401:21.00בנות 1501:19.00,23/02/2024 10:41:00,36,36,/LeagueTable/AthleticsDisciplineResults/45175?isModal=True
643,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,74,100m Backstroke,Boys 15-16,CategoryMinimumבנים 1501:11.00בנים 1601:10.00,23/02/2024 10:53:00,47,43,/LeagueTable/AthleticsDisciplineResults/45188?isModal=True
644,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,75,100m Backstroke,Women 16-99,CategoryMinimumבנות 16-1801:17.00נשים 19-9901:12.50,23/02/2024 11:08:00,30,29,/LeagueTable/AthleticsDisciplineResults/45227?isModal=True
645,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,76,100m Backstroke,,01:08.50,23/02/2024 11:17:00,29,27,/LeagueTable/AthleticsDisciplineResults/45201?isModal=True
646,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,78,100m Backstroke,Men 19-99,01:06.00,23/02/2024 11:26:00,13,12,/LeagueTable/AthleticsDisciplineResults/45214?isModal=True
647,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,79,800m Freestyle,Women 13-99,CategoryMinimumבנות 1410:30.00בנות 1510:20.00בנות 16-1810:10.00נשים 19-9909:55.00בנות 1309:55.00,23/02/2024 11:32:00,28,27,/LeagueTable/AthleticsDisciplineResults/45247?isModal=True
648,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,80,800m Freestyle,Men 13-99,CategoryMinimumבנים 1509:45.00בנים 1609:39.00גברים 17-1809:15.00גברים 19-9909:00.00בנים 13-1409:00.00,23/02/2024 11:56:00,34,33,/LeagueTable/AthleticsDisciplineResults/45243?isModal=True
649,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,81,4X50m Medley Relay,Girls 14-15,00:00.00,23/02/2024 12:29:00,115,88,/LeagueTable/AthleticsDisciplineResults/46305?isModal=True
650,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,83,50m Butterfly,Girls 14-15,CategoryMinimumבנות 1400:35.00בנות 1500:34.50,24/02/2024 09:30:00,40,40,/LeagueTable/AthleticsDisciplineResults/45187?isModal=True
651,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,84,50m Butterfly,Boys 15-16,CategoryMinimumבנים 1500:32.50בנים 1600:31.00,24/02/2024 09:37:30,53,52,/LeagueTable/AthleticsDisciplineResults/45200?isModal=True
652,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,85,50m Butterfly,Women 16-99,CategoryMinimumבנות 16-1800:33.50נשים 19-9900:32.00,24/02/2024 09:46:30,45,41,/LeagueTable/AthleticsDisciplineResults/45239?isModal=True
653,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,86,50m Butterfly,,00:29.50,24/02/2024 09:54:00,54,50,/LeagueTable/AthleticsDisciplineResults/45213?isModal=True
654,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,88,50m Butterfly,Men 19-99,00:28.00,24/02/2024 10:03:00,22,20,/LeagueTable/AthleticsDisciplineResults/45226?isModal=True
655,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,89,400m Individual Medley,Women 13-99,CategoryMinimumבנות 1405:50.00בנות 1505:42.00בנות 16-1805:34.00נשים 19-9905:25.00בנות 1305:25.00,24/02/2024 10:07:30,22,22,/LeagueTable/AthleticsDisciplineResults/45246?isModal=True
