,level_0,level_0_production,index,competition_name,competition_link,competition_tabindex,discipline_link,Event number,Event,Category,Minimum,Start Time,Total Entries,Total Participants,results_link,competition_link_check,results_link_check,TotalParticipantsInt,Date,Year,Time,Status,Place,Full name,Year Of Birth,Club,Heat,Lane,Results,Points,table_first_row
475,14,621,621,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,47,100m Freestyle,Girls 14-15,CategoryMinimumבנות 1401:10.00בנות 1501:08.50,22/02/2024 10:01:30,60,60,/LeagueTable/AthleticsDisciplineResults/45176?isModal=True,1,1,60,2024-02-22 00:00:00,2024,10:01:30,Passed,15,Noa Karni,2009,Maccabbi Weisgal,5,1,01:05.15,500,Direct Finals
476,11,622,622,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,48,100m Freestyle,Boys 15-16,CategoryMinimumבנים 1501:02.50בנים 1601:01.00,22/02/2024 10:13:30,79,77,/LeagueTable/AthleticsDisciplineResults/45189?isModal=True,1,1,77,2024-02-22 00:00:00,2024,10:13:30,Passed,12,Itay Shpayzer,2008,Maccabbi Weisgal,8,0,00:55.56,601,Direct Finals
477,65,622,622,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,48,100m Freestyle,Boys 15-16,CategoryMinimumבנים 1501:02.50בנים 1601:01.00,22/02/2024 10:13:30,79,77,/LeagueTable/AthleticsDisciplineResults/45189?isModal=True,1,1,77,2024-02-22 00:00:00,2024,10:13:30,Passed,66,Gilad Shushan,2009,Maccabbi Weisgal,2,3,01:01.24,449,Direct Finals
478,42,624,624,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,50,100m Freestyle,,00:59.20,22/02/2024 10:39:30,51,49,/LeagueTable/AthleticsDisciplineResults/45202?isModal=True,1,1,49,2024-02-22 00:00:00,2024,10:39:30,Passed,43,Ron Morgulis,2006,Maccabbi Weisgal,4,8,00:59.08,500,Direct Finals
479,7,626,626,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,53,200m Breaststroke,Girls 14-15,CategoryMinimumבנות 1403:13.00בנות 1503:09.00,22/02/2024 10:57:30,34,34,/LeagueTable/AthleticsDisciplineResults/45181?isModal=True,1,1,34,2024-02-22 00:00:00,2024,10:57:30,Passed,8,Ariel Shahar,2009,Maccabbi Weisgal,4,8,02:51.86,528,Direct Finals
480,18,627,627,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,54,200m Breaststroke,Boys 15-16,CategoryMinimumבנים 1502:55.00בנים 1602:50.00,22/02/2024 11:11:30,42,41,/LeagueTable/AthleticsDisciplineResults/45194?isModal=True,1,1,41,2024-02-22 00:00:00,2024,11:11:30,Passed,19,Noam Steinberg,2009,Maccabbi Weisgal,4,3,02:40.93,481,Direct Finals
481,12,629,629,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,56,200m Breaststroke,,02:44.00,22/02/2024 11:36:00,22,21,/LeagueTable/AthleticsDisciplineResults/45207?isModal=True,1,1,21,2024-02-22 00:00:00,2024,11:36:00,Passed,13,Jonatan Veprinsky,2007,Maccabbi Weisgal,2,2,02:36.90,519,Direct Finals
482,13,631,631,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,60,4X50m Freestyle Relay,Boys 15-16,00:00.00,22/02/2024 11:49:30,111,80,/LeagueTable/AthleticsDisciplineResults/46306?isModal=True,1,1,80,2024-02-22 00:00:00,2024,11:49:30,Passed,14,"Ariel Alon, Itay Shpayzer, Gilad Shushan, Noam Steinberg",,Maccabbi Weisgal,2,5,01:47.10,0,Direct Finals
483,7,632,632,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,61,50m Freestyle,Girls 14-15,CategoryMinimumבנות 1400:32.50בנות 1500:31.80,23/02/2024 09:00:00,77,72,/LeagueTable/AthleticsDisciplineResults/45185?isModal=True,1,1,72,2024-02-23 00:00:00,2024,09:00:00,Passed,8,Ellah Manna,2009,Maccabbi Weisgal,8,7,00:29.08,539,Direct Finals
484,47,632,632,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,61,50m Freestyle,Girls 14-15,CategoryMinimumבנות 1400:32.50בנות 1500:31.80,23/02/2024 09:00:00,77,72,/LeagueTable/AthleticsDisciplineResults/45185?isModal=True,1,1,72,2024-02-23 00:00:00,2024,09:00:00,Passed,48,Gaia Benis,2010,Maccabbi Weisgal,5,8,00:31.83,411,Direct Finals
485,10,633,633,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,62,50m Freestyle,Boys 15-16,CategoryMinimumבנים 1500:29.80בנים 1600:28.30,23/02/2024 09:12:00,78,76,/LeagueTable/AthleticsDisciplineResults/45198?isModal=True,1,1,76,2024-02-23 00:00:00,2024,09:12:00,Passed,11,Itay Shpayzer,2008,Maccabbi Weisgal,8,9,00:25.63,543,Direct Finals
486,40,634,634,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,63,50m Freestyle,Women 16-99,CategoryMinimumבנות 16-1800:31.00נשים 19-9900:29.50,23/02/2024 09:24:00,62,56,/LeagueTable/AthleticsDisciplineResults/45237?isModal=True,1,1,56,2024-02-23 00:00:00,2024,09:24:00,Passed,41,MAYA CHN-LEVI,2008,Maccabbi Weisgal,3,7,00:30.34,474,Direct Finals
487,12,637,637,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,67,200m Individual Medley,Girls 14-15,CategoryMinimumבנות 1402:54.00בנות 1502:50.00,23/02/2024 09:46:30,40,40,/LeagueTable/AthleticsDisciplineResults/45182?isModal=True,1,1,40,2024-02-23 00:00:00,2024,09:46:30,Passed,13,Noa Karni,2009,Maccabbi Weisgal,3,7,02:39.84,491,Direct Finals
488,17,637,637,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,67,200m Individual Medley,Girls 14-15,CategoryMinimumבנות 1402:54.00בנות 1502:50.00,23/02/2024 09:46:30,40,40,/LeagueTable/AthleticsDisciplineResults/45182?isModal=True,1,1,40,2024-02-23 00:00:00,2024,09:46:30,Passed,18,Ariel Shahar,2009,Maccabbi Weisgal,3,8,02:43.49,459,Direct Finals
489,41,638,638,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,68,200m Individual Medley,Boys 15-16,CategoryMinimumבנים 1502:34.00בנים 1602:31.00,23/02/2024 09:59:00,50,49,/LeagueTable/AthleticsDisciplineResults/45195?isModal=True,1,1,49,2024-02-23 00:00:00,2024,09:59:00,Passed,42,Noam Steinberg,2009,Maccabbi Weisgal,2,7,02:32.81,415,Direct Finals
490,25,640,640,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,70,200m Individual Medley,,02:28.00,23/02/2024 10:26:00,30,29,/LeagueTable/AthleticsDisciplineResults/45208?isModal=True,1,1,29,2024-02-23 00:00:00,2024,10:26:00,Passed,26,Jonatan Veprinsky,2007,Maccabbi Weisgal,1,8,02:28.80 NMin,449,Direct Finals
491,19,642,642,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,73,100m Backstroke,Girls 14-15,CategoryMinimumבנות 1401:21.00בנות 1501:19.00,23/02/2024 10:41:00,36,36,/LeagueTable/AthleticsDisciplineResults/45175?isModal=True,1,1,36,2024-02-23 00:00:00,2024,10:41:00,Passed,20,GilVered Cipele,2009,Maccabbi Weisgal,3,7,01:15.40,442,Direct Finals
492,44,643,643,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,74,100m Backstroke,Boys 15-16,CategoryMinimumבנים 1501:11.00בנים 1601:10.00,23/02/2024 10:53:00,47,43,/LeagueTable/AthleticsDisciplineResults/45188?isModal=True,1,1,43,2024-02-23 00:00:00,2024,10:53:00,Passed,44,Gilad Shushan,2009,Maccabbi Weisgal,2,1,NS,0,Direct Finals
493,45,643,643,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,74,100m Backstroke,Boys 15-16,CategoryMinimumבנים 1501:11.00בנים 1601:10.00,23/02/2024 10:53:00,47,43,/LeagueTable/AthleticsDisciplineResults/45188?isModal=True,1,1,43,2024-02-23 00:00:00,2024,10:53:00,Passed,44,Matan Epshtein,2009,Maccabbi Weisgal,3,1,NS,0,Direct Finals
494,27,644,644,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,75,100m Backstroke,Women 16-99,CategoryMinimumבנות 16-1801:17.00נשים 19-9901:12.50,23/02/2024 11:08:00,30,29,/LeagueTable/AthleticsDisciplineResults/45227?isModal=True,1,1,29,2024-02-23 00:00:00,2024,11:08:00,Passed,28,Lior Rozenboim,2008,Maccabbi Weisgal,1,7,01:18.18 NMin,396,Direct Finals
495,16,645,645,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,76,100m Backstroke,,01:08.50,23/02/2024 11:17:00,29,27,/LeagueTable/AthleticsDisciplineResults/45201?isModal=True,1,1,27,2024-02-23 00:00:00,2024,11:17:00,Passed,17,Eran Grubman,2007,Maccabbi Weisgal,2,3,01:04.93,509,Direct Finals
496,17,645,645,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,76,100m Backstroke,,01:08.50,23/02/2024 11:17:00,29,27,/LeagueTable/AthleticsDisciplineResults/45201?isModal=True,1,1,27,2024-02-23 00:00:00,2024,11:17:00,Passed,18,Ron Morgulis,2006,Maccabbi Weisgal,2,6,01:05.39,498,Direct Finals
497,20,648,648,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,80,800m Freestyle,Men 13-99,CategoryMinimumבנים 1509:45.00בנים 1609:39.00גברים 17-1809:15.00גברים 19-9909:00.00בנים 13-1409:00.00,23/02/2024 11:56:00,34,33,/LeagueTable/AthleticsDisciplineResults/45243?isModal=True,1,1,33,2024-02-23 00:00:00,2024,11:56:00,Passed,21,Ariel Alon,2009,Maccabbi Weisgal,1,4,09:07.88,561,Direct Finals
498,4,649,649,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,81,4X50m Medley Relay,Girls 14-15,00:00.00,23/02/2024 12:29:00,115,88,/LeagueTable/AthleticsDisciplineResults/46305?isModal=True,1,1,88,2024-02-23 00:00:00,2024,12:29:00,Passed,5,"GilVered Cipele, Ariel Shahar, Noa Karni, Ellah Manna",,Maccabbi Weisgal,3,0,02:10.57,0,Direct Finals
499,15,650,650,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,83,50m Butterfly,Girls 14-15,CategoryMinimumבנות 1400:35.00בנות 1500:34.50,24/02/2024 09:30:00,40,40,/LeagueTable/AthleticsDisciplineResults/45187?isModal=True,1,1,40,2024-02-24 00:00:00,2024,09:30:00,Passed,16,GilVered Cipele,2009,Maccabbi Weisgal,4,5,00:32.60,420,Direct Finals
500,1,651,651,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,84,50m Butterfly,Boys 15-16,CategoryMinimumבנים 1500:32.50בנים 1600:31.00,24/02/2024 09:37:30,53,52,/LeagueTable/AthleticsDisciplineResults/45200?isModal=True,1,1,52,2024-02-24 00:00:00,2024,09:37:30,Passed,2,Itay Shpayzer,2008,Maccabbi Weisgal,6,5,00:26.51,592,Direct Finals
501,16,657,657,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,91,200m Freestyle,Girls 14-15,CategoryMinimumבנות 1402:35.00בנות 1502:31.00,24/02/2024 10:49:00,47,47,/LeagueTable/AthleticsDisciplineResults/45180?isModal=True,1,1,47,2024-02-24 00:00:00,2024,10:49:00,Passed,17,Noa Karni,2009,Maccabbi Weisgal,4,6,02:24.50,477,Direct Finals
502,39,657,657,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,91,200m Freestyle,Girls 14-15,CategoryMinimumבנות 1402:35.00בנות 1502:31.00,24/02/2024 10:49:00,47,47,/LeagueTable/AthleticsDisciplineResults/45180?isModal=True,1,1,47,2024-02-24 00:00:00,2024,10:49:00,Passed,40,Gaia Benis,2010,Maccabbi Weisgal,2,9,02:32.60,405,Direct Finals
503,51,658,658,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,92,200m Freestyle,Boys 15-16,CategoryMinimumבנים 1502:16.00בנים 1602:12.50,24/02/2024 11:06:30,53,51,/LeagueTable/AthleticsDisciplineResults/45193?isModal=True,1,1,51,2024-02-24 00:00:00,2024,11:06:30,Passed,52,Matan Epshtein,2009,Maccabbi Weisgal,2,8,NS,0,Direct Finals
504,20,660,660,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,94,200m Freestyle,,02:08.50,24/02/2024 11:39:30,31,29,/LeagueTable/AthleticsDisciplineResults/45206?isModal=True,1,1,29,2024-02-24 00:00:00,2024,11:39:30,Passed,21,Eran Grubman,2007,Maccabbi Weisgal,2,6,02:04.97,543,Direct Finals
505,6,662,662,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,97,100m Breaststroke,Girls 14-15,CategoryMinimumבנות 1401:32.00בנות 1501:30.00,24/02/2024 11:57:30,47,45,/LeagueTable/AthleticsDisciplineResults/45177?isModal=True,1,1,45,2024-02-24 00:00:00,2024,11:57:30,Passed,7,Ariel Shahar,2009,Maccabbi Weisgal,5,1,01:17.68,562,Direct Finals
506,32,662,662,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,97,100m Breaststroke,Girls 14-15,CategoryMinimumבנות 1401:32.00בנות 1501:30.00,24/02/2024 11:57:30,47,45,/LeagueTable/AthleticsDisciplineResults/45177?isModal=True,1,1,45,2024-02-24 00:00:00,2024,11:57:30,Passed,33,Ariel Mizrahi,2010,Maccabbi Weisgal,3,8,01:28.02,386,Direct Finals
507,22,663,663,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,98,100m Breaststroke,Boys 15-16,CategoryMinimumבנים 1501:23.00בנים 1601:20.00,24/02/2024 12:07:30,57,52,/LeagueTable/AthleticsDisciplineResults/45190?isModal=True,1,1,52,2024-02-24 00:00:00,2024,12:07:30,Passed,23,Noam Steinberg,2009,Maccabbi Weisgal,5,6,01:14.41,446,Direct Finals
508,38,663,663,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,98,100m Breaststroke,Boys 15-16,CategoryMinimumבנים 1501:23.00בנים 1601:20.00,24/02/2024 12:07:30,57,52,/LeagueTable/AthleticsDisciplineResults/45190?isModal=True,1,1,52,2024-02-24 00:00:00,2024,12:07:30,Passed,39,Noam Shany,2009,Maccabbi Weisgal,2,6,01:19.63,364,Direct Finals
509,10,665,665,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,100,100m Breaststroke,,01:17.50,24/02/2024 12:23:30,29,29,/LeagueTable/AthleticsDisciplineResults/45203?isModal=True,1,1,29,2024-02-24 00:00:00,2024,12:23:30,Passed,11,Jonatan Veprinsky,2007,Maccabbi Weisgal,2,3,01:10.16,532,Direct Finals
510,10,667,667,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,104,4X50m Medley Relay,Boys 15-16,00:00.00,24/02/2024 12:33:30,103,80,/LeagueTable/AthleticsDisciplineResults/46307?isModal=True,1,1,80,2024-02-24 00:00:00,2024,12:33:30,Passed,11,"Matan Epshtein, Noam Steinberg, Ariel Alon, Itay Shpayzer",,Maccabbi Weisgal,1,5,02:00.36,0,Direct Finals
511,4,668,668,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,801,50m Breaststroke,Women 13-99,00:00.00,21/02/2024 17:00:00,30,30,/LeagueTable/AthleticsDisciplineResults/47334?isModal=True,1,1,30,2024-02-21 00:00:00,2024,17:00:00,Passed,5,Ariel Shahar,2009,Maccabbi Weisgal,1,2,00:34.62,606,Finals
512,25,673,673,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,806,100m Butterfly,Men 13-99,00:00.00,21/02/2024 17:48:30,30,30,/LeagueTable/AthleticsDisciplineResults/47327?isModal=True,1,1,30,2024-02-21 00:00:00,2024,17:48:30,Passed,26,Itay Shpayzer,2008,Maccabbi Weisgal,3,3,00:59.74,567,Finals
513,28,678,678,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,811,50m Backstroke,Women 13-99,00:00.00,22/02/2024 17:05:00,30,30,/LeagueTable/AthleticsDisciplineResults/47342?isModal=True,1,1,30,2024-02-22 00:00:00,2024,17:05:00,Passed,29,GilVered Cipele,2009,Maccabbi Weisgal,3,9,00:34.70,470,Finals
514,17,679,679,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,812,50m Backstroke,Men 13-99,00:00.00,22/02/2024 17:11:00,30,30,/LeagueTable/AthleticsDisciplineResults/47338?isModal=True,1,1,30,2024-02-22 00:00:00,2024,17:11:00,Passed,18,ANDREI GAIDOKOV,2007,Maccabbi Weisgal,3,3,00:28.78,565,Finals
515,25,679,679,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,812,50m Backstroke,Men 13-99,00:00.00,22/02/2024 17:11:00,30,30,/LeagueTable/AthleticsDisciplineResults/47338?isModal=True,1,1,30,2024-02-22 00:00:00,2024,17:11:00,Passed,26,Eran Grubman,2007,Maccabbi Weisgal,3,6,00:29.46,527,Finals
516,15,680,680,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,813,200m Butterfly,Women 13-99,00:00.00,22/02/2024 17:17:00,30,29,/LeagueTable/AthleticsDisciplineResults/47341?isModal=True,1,1,29,2024-02-22 00:00:00,2024,17:17:00,Passed,16,Ellah Manna,2009,Maccabbi Weisgal,2,2,02:41.14,431,Finals
517,11,684,684,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,817,200m Breaststroke,Women 13-99,00:00.00,22/02/2024 18:08:30,31,30,/LeagueTable/AthleticsDisciplineResults/47340?isModal=True,1,1,30,2024-02-22 00:00:00,2024,18:08:30,Passed,12,Ariel Shahar,2009,Maccabbi Weisgal,2,3,02:52.36,523,Finals
518,29,685,685,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,818,200m Breaststroke,Men 13-99,00:00.00,22/02/2024 18:25:00,30,30,/LeagueTable/AthleticsDisciplineResults/47336?isModal=True,1,1,30,2024-02-22 00:00:00,2024,18:25:00,Passed,30,Jonatan Veprinsky,2007,Maccabbi Weisgal,3,0,02:39.88,490,Finals
519,10,686,686,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,819,4X50m Medley Relay,Women 13-99,00:00.00,22/02/2024 18:38:00,115,84,/LeagueTable/AthleticsDisciplineResults/45253?isModal=True,1,1,84,2024-02-22 00:00:00,2024,18:38:00,Passed,11,"Lior Rozenboim, Ariel Shahar, GilVered Cipele, MAYA CHN-LEVI",,Maccabbi Weisgal,2,4,02:12.10,0,Direct Finals
520,11,687,687,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,820,4X50m Medley Relay,Men 13-99,00:00.00,22/02/2024 18:51:00,137,104,/LeagueTable/AthleticsDisciplineResults/45250?isModal=True,1,1,104,2024-02-22 00:00:00,2024,18:51:00,Passed,12,"Eran Grubman, Jonatan Veprinsky, Itay Shpayzer, Ron Morgulis",,Maccabbi Weisgal,2,3,01:54.03,0,Direct Finals
521,24,688,688,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,821,50m Freestyle,Women 13-99,00:00.00,23/02/2024 17:00:00,30,30,/LeagueTable/AthleticsDisciplineResults/47348?isModal=True,1,1,30,2024-02-23 00:00:00,2024,17:00:00,Passed,25,Ellah Manna,2009,Maccabbi Weisgal,3,6,00:29.22,531,Finals
522,29,690,690,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,823,200m Individual Medley,Women 13-99,00:00.00,23/02/2024 17:12:00,30,30,/LeagueTable/AthleticsDisciplineResults/47347?isModal=True,1,1,30,2024-02-23 00:00:00,2024,17:12:00,Passed,30,Noa Karni,2009,Maccabbi Weisgal,3,2,DQ / SW 7.1,0,Finals
523,25,696,696,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,830,50m Butterfly,Men 13-99,00:00.00,24/02/2024 17:06:00,31,29,/LeagueTable/AthleticsDisciplineResults/47352?isModal=True,1,1,29,2024-02-24 00:00:00,2024,17:06:00,Passed,26,Itay Shpayzer,2008,Maccabbi Weisgal,3,3,00:26.77,575,Finals
524,6,701,701,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,835,100m Breaststroke,Women 13-99,00:00.00,24/02/2024 18:13:00,30,29,/LeagueTable/AthleticsDisciplineResults/47353?isModal=True,1,1,29,2024-02-24 00:00:00,2024,18:13:00,Passed,7,Ariel Shahar,2009,Maccabbi Weisgal,1,8,01:17.02,577,Finals
525,25,702,702,אליפות ישראל arena ותחרות קריטריונים לנוער ובוגרים חורף 2024 ,comp.asp?compID=469,46,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10091,836,100m Breaststroke,Men 13-99,00:00.00,24/02/2024 18:27:00,30,30,/LeagueTable/AthleticsDisciplineResults/47349?isModal=True,1,1,30,2024-02-24 00:00:00,2024,18:27:00,Passed,26,Jonatan Veprinsky,2007,Maccabbi Weisgal,3,8,01:10.27,530,Finals
526,7,714,714,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,1,200m Individual Medley,Girls 12,03:20.00,06/03/2024 09:30:00,18,16,/LeagueTable/AthleticsDisciplineResults/47628?isModal=True,1,1,16,2024-03-06 00:00:00,2024,09:30:00,Passed,8,LIEL NIKOLAEV,2012,Maccabbi Weisgal,2,7,03:01.87,300,Finals
527,14,715,715,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,2,200m Individual Medley,Boys 12,03:15.00,06/03/2024 09:38:00,30,30,/LeagueTable/AthleticsDisciplineResults/47652?isModal=True,1,1,30,2024-03-06 00:00:00,2024,09:38:00,Passed,15,ronen pesin,2012,Maccabbi Weisgal,3,0,02:55.89,242,Finals
528,19,715,715,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,2,200m Individual Medley,Boys 12,03:15.00,06/03/2024 09:38:00,30,30,/LeagueTable/AthleticsDisciplineResults/47652?isModal=True,1,1,30,2024-03-06 00:00:00,2024,09:38:00,Passed,20,NITAY BEN YOSEF,2012,Maccabbi Weisgal,2,9,02:58.38,232,Finals
