Gender,Age,Event,Points,Time
Male,Unknown,100m Butterfly,6,01:01.01
Male,Unknown,200m Butterfly,6,02:17.85
Male,Unknown,50m Backstroke,6,00:29.37
Male,Unknown,100m Backstroke,6,01:03.44
Male,Unknown,200m Backstroke,6,02:18.57
Male,Unknown,200m Individual Medley,6,02:20.49
Male,Unknown,400m Individual Medley,6,05:01.30
Male,Unknown,50m Freestyle,5,00:26.35
Male,Unknown,100m Freestyle,5,00:57.78
Male,Unknown,200m Freestyle,5,02:06.81
Male,Unknown,400m Freestyle,5,04:28.19
Male,Unknown,800m Freestyle,5,09:18.52
Male,Unknown,1500m Freestyle,5,17:45.40
Male,Unknown,50m Breaststroke,5,00:32.32
Male,Unknown,100m Breaststroke,5,01:11.09
Male,Unknown,200m Breaststroke,5,02:36.03
Male,Unknown,50m Butterfly,5,00:27.93
Male,Unknown,100m Butterfly,5,01:01.78
Male,Unknown,200m Butterfly,5,02:19.60
Male,Unknown,50m Backstroke,5,00:29.74
Male,Unknown,100m Backstroke,5,01:04.24
Male,Unknown,200m Backstroke,5,02:20.33
Male,Unknown,200m Individual Medley,5,02:22.28
Male,Unknown,400m Individual Medley,5,05:05.13
Male,Unknown,50m Freestyle,4,00:26.68
Male,Unknown,100m Freestyle,4,00:58.50
Male,Unknown,200m Freestyle,4,02:08.41
Male,Unknown,400m Freestyle,4,04:31.56
Male,Unknown,800m Freestyle,4,09:25.53
Male,Unknown,1500m Freestyle,4,17:58.78
Male,Unknown,50m Breaststroke,4,00:32.73
Male,Unknown,100m Breaststroke,4,01:11.98
Male,Unknown,200m Breaststroke,4,02:37.99
Male,Unknown,50m Butterfly,4,00:28.28
Male,Unknown,100m Butterfly,4,01:02.56
Male,Unknown,200m Butterfly,4,02:21.35
Male,Unknown,50m Backstroke,4,00:30.12
Male,Unknown,100m Backstroke,4,01:05.05
Male,Unknown,200m Backstroke,4,02:22.09
Male,Unknown,200m Individual Medley,4,02:24.06
Male,Unknown,400m Individual Medley,4,05:08.96
Male,Unknown,50m Freestyle,3,00:27.01
Male,Unknown,100m Freestyle,3,00:59.23
Male,Unknown,200m Freestyle,3,02:10.00
Male,Unknown,400m Freestyle,3,04:34.93
Male,Unknown,800m Freestyle,3,09:32.54
Male,Unknown,1500m Freestyle,3,18:12.15
Male,Unknown,50m Breaststroke,3,00:33.14
Male,Unknown,100m Breaststroke,3,01:12.88
Male,Unknown,200m Breaststroke,3,02:39.95
Male,Unknown,50m Butterfly,3,00:28.63
Male,Unknown,100m Butterfly,3,01:03.33
Male,Unknown,200m Butterfly,3,02:23.10
Male,Unknown,50m Backstroke,3,00:30.49
Male,Unknown,100m Backstroke,3,01:05.86
Male,Unknown,200m Backstroke,3,02:23.85
Male,Unknown,200m Individual Medley,3,02:25.85
Male,Unknown,400m Individual Medley,3,05:12.79
Male,Unknown,50m Freestyle,2,00:27.34
Male,Unknown,100m Freestyle,2,00:59.95
Male,Unknown,200m Freestyle,2,02:11.59
Male,Unknown,400m Freestyle,2,04:38.29
Male,Unknown,800m Freestyle,2,09:39.55
Male,Unknown,1500m Freestyle,2,18:25.52
Male,Unknown,50m Breaststroke,2,00:33.54
Male,Unknown,100m Breaststroke,2,01:13.77
Male,Unknown,200m Breaststroke,2,02:41.91
Male,Unknown,50m Butterfly,2,00:28.98
Male,Unknown,100m Butterfly,2,01:04.11
Male,Unknown,200m Butterfly,2,02:24.86
Male,Unknown,50m Backstroke,2,00:30.86
Male,Unknown,100m Backstroke,2,01:06.66
Male,Unknown,200m Backstroke,2,02:25.61
Male,Unknown,200m Individual Medley,2,02:27.63
Male,Unknown,400m Individual Medley,2,05:16.62
Male,Unknown,50m Freestyle,1,00:27.67
Male,Unknown,100m Freestyle,1,01:00.68
Male,Unknown,200m Freestyle,1,02:13.18
Male,Unknown,400m Freestyle,1,04:41.66
Male,Unknown,800m Freestyle,1,09:46.56
Male,Unknown,1500m Freestyle,1,18:38.90
Male,Unknown,50m Breaststroke,1,00:33.95
Male,Unknown,100m Breaststroke,1,01:14.66
Male,Unknown,200m Breaststroke,1,02:43.87
Male,Unknown,50m Butterfly,1,00:29.33
Male,Unknown,100m Butterfly,1,01:04.88
Male,Unknown,200m Butterfly,1,02:26.61
Male,Unknown,50m Backstroke,1,00:31.24
Male,Unknown,100m Backstroke,1,01:07.47
Male,Unknown,200m Backstroke,1,02:27.37
Male,Unknown,200m Individual Medley,1,02:29.42
Male,Unknown,400m Individual Medley,1,05:20.45
Female,8,50m Freestyle,20,00:35.12
Female,8,100m Freestyle,20,01:18.79
Female,8,200m Freestyle,20,02:57.13
Female,8,400m Freestyle,20,05:58.90
Female,8,800m Freestyle,20,12:47.27
Female,8,1500m Freestyle,20,24:44.10
Female,8,50m Butterfly,20,00:39.88
Female,8,100m Butterfly,20,01:42.82
Female,8,200m Butterfly,20,03:52.80
Female,8,50m Backstroke,20,00:40.50
Female,8,100m Backstroke,20,01:30.21
Female,8,200m Backstroke,20,03:12.47
Female,8,200m Individual Medley,20,03:21.81
Female,8,400m Individual Medley,20,07:16.50
Female,8,50m Freestyle,19,00:35.67
Female,8,100m Freestyle,19,01:20.01
Female,8,200m Freestyle,19,02:59.87
Female,8,400m Freestyle,19,06:04.45
Female,8,800m Freestyle,19,12:59.14
Female,8,1500m Freestyle,19,25:07.05
Female,8,50m Butterfly,19,00:40.49
Female,8,100m Butterfly,19,01:44.41
Female,8,200m Butterfly,19,03:56.40
Female,8,50m Backstroke,19,00:41.12
Female,8,100m Backstroke,19,01:31.60
Female,8,200m Backstroke,19,03:15.44
Female,8,200m Individual Medley,19,03:24.93
Female,8,400m Individual Medley,19,07:23.25
Female,8,50m Freestyle,18,00:36.21
Female,8,100m Freestyle,18,01:21.23
Female,8,200m Freestyle,18,03:02.61
Female,8,400m Freestyle,18,06:10.00
Female,8,800m Freestyle,18,13:11.00
Female,8,1500m Freestyle,18,25:30.00
Female,8,50m Breaststroke,18,00:45.81
Female,8,100m Breaststroke,18,01:42.88
Female,8,50m Butterfly,18,00:41.11
Female,8,100m Butterfly,18,01:46.00
Female,8,200m Butterfly,18,04:00.00
Female,8,50m Backstroke,18,00:41.75
Female,8,100m Backstroke,18,01:33.00
Female,8,200m Backstroke,18,03:18.42
Female,8,200m Individual Medley,18,03:28.05
Female,8,400m Individual Medley,18,07:30.00
Female,8,50m Freestyle,17,00:36.75
Female,8,100m Freestyle,17,01:22.45
Female,8,200m Freestyle,17,03:05.35
Female,8,400m Freestyle,17,06:15.55
Female,8,800m Freestyle,17,13:22.86
Female,8,1500m Freestyle,17,25:52.95
Female,8,50m Butterfly,17,00:41.73
Female,8,100m Butterfly,17,01:47.59
Female,8,200m Butterfly,17,04:03.60
Female,8,50m Backstroke,17,00:42.38
Female,8,100m Backstroke,17,01:34.39
Female,8,200m Backstroke,17,03:21.40
Female,8,200m Individual Medley,17,03:31.17
Female,8,400m Individual Medley,17,07:36.75
Female,8,50m Freestyle,16,00:37.30
Female,8,100m Freestyle,16,01:23.67
Female,8,200m Freestyle,16,03:08.09
Female,8,400m Freestyle,16,06:21.10
Female,8,800m Freestyle,16,13:34.73
Female,8,1500m Freestyle,16,26:15.90
Female,8,50m Butterfly,16,00:42.34
Female,8,100m Butterfly,16,01:49.18
Female,8,200m Butterfly,16,04:07.20
Female,8,50m Backstroke,16,00:43.00
Female,8,100m Backstroke,16,01:35.79
Female,8,200m Backstroke,16,03:24.37
Female,8,200m Individual Medley,16,03:34.29
Female,8,400m Individual Medley,16,07:43.50
Female,8,50m Freestyle,15,00:37.84
Female,8,100m Freestyle,15,01:24.89
Female,8,200m Freestyle,15,03:10.83
Female,8,400m Freestyle,15,06:26.65
Female,8,800m Freestyle,15,13:46.60
Female,8,1500m Freestyle,15,26:38.85
Female,8,50m Butterfly,15,00:42.96
Female,8,100m Butterfly,15,01:50.77
Female,8,200m Butterfly,15,04:10.80
Female,8,50m Backstroke,15,00:43.63
Female,8,100m Backstroke,15,01:37.18
Female,8,200m Backstroke,15,03:27.35
Female,8,200m Individual Medley,15,03:37.41
Female,8,400m Individual Medley,15,07:50.25
Female,8,50m Freestyle,14,00:38.38
Female,8,100m Freestyle,14,01:26.10
Female,8,200m Freestyle,14,03:13.57
Female,8,400m Freestyle,14,06:32.20
Female,8,800m Freestyle,14,13:58.46
Female,8,1500m Freestyle,14,27:01.80
Female,8,50m Butterfly,14,00:43.58
Female,8,100m Butterfly,14,01:52.36
Female,8,200m Butterfly,14,04:14.40
Female,8,50m Backstroke,14,00:44.26
Female,8,100m Backstroke,14,01:38.58
Female,8,200m Backstroke,14,03:30.33
Female,8,200m Individual Medley,14,03:40.53
Female,8,400m Individual Medley,14,07:57.00
Female,8,50m Freestyle,13,00:38.93
Female,8,100m Freestyle,13,01:27.32
Female,8,200m Freestyle,13,03:16.31
Female,8,400m Freestyle,13,06:37.75
Female,8,800m Freestyle,13,14:10.33
Female,8,1500m Freestyle,13,27:24.75
Female,8,50m Butterfly,13,00:44.19
Female,8,100m Butterfly,13,01:53.95
Female,8,200m Butterfly,13,04:18.00
Female,8,50m Backstroke,13,00:44.88
Female,8,100m Backstroke,13,01:39.97
Female,8,200m Backstroke,13,03:33.30
Female,8,200m Individual Medley,13,03:43.65
Female,8,400m Individual Medley,13,08:03.75
Female,8,50m Freestyle,12,00:39.47
Female,8,100m Freestyle,12,01:28.54
Female,8,200m Freestyle,12,03:19.04
Female,8,400m Freestyle,12,06:43.30
Female,8,800m Freestyle,12,14:22.19
Female,8,1500m Freestyle,12,27:47.70
Female,8,50m Butterfly,12,00:44.81
Female,8,100m Butterfly,12,01:55.54
Female,8,200m Butterfly,12,04:21.60
Female,8,50m Backstroke,12,00:45.51
Female,8,100m Backstroke,12,01:41.37
Female,8,200m Backstroke,12,03:36.28
Female,8,200m Individual Medley,12,03:46.77
Female,8,400m Individual Medley,12,08:10.50
Female,8,50m Freestyle,11,00:40.01
Female,8,100m Freestyle,11,01:29.76
Female,8,200m Freestyle,11,03:21.78
Female,8,400m Freestyle,11,06:48.85
Female,8,800m Freestyle,11,14:34.06
Female,8,1500m Freestyle,11,28:10.65
Female,8,50m Butterfly,11,00:45.43
Female,8,100m Butterfly,11,01:57.13
Female,8,200m Butterfly,11,04:25.20
Female,8,50m Backstroke,11,00:46.13
Female,8,100m Backstroke,11,01:42.76
Female,8,200m Backstroke,11,03:39.25
Female,8,200m Individual Medley,11,03:49.90
Female,8,400m Individual Medley,11,08:17.25
Female,8,50m Freestyle,10,00:40.56
Female,8,100m Freestyle,10,01:30.98
Female,8,200m Freestyle,10,03:24.52
Female,8,400m Freestyle,10,06:54.40
Female,8,800m Freestyle,10,14:45.92
Female,8,1500m Freestyle,10,28:33.60
Female,8,50m Butterfly,10,00:46.04
Female,8,100m Butterfly,10,01:58.72
Female,8,200m Butterfly,10,04:28.80
Female,8,50m Backstroke,10,00:46.76
Female,8,100m Backstroke,10,01:44.16
Female,8,200m Backstroke,10,03:42.23
Female,8,200m Individual Medley,10,03:53.02
Female,8,400m Individual Medley,10,08:24.00
Female,8,50m Freestyle,9,00:41.10
Female,8,100m Freestyle,9,01:32.20
Female,8,200m Freestyle,9,03:27.26
Female,8,400m Freestyle,9,06:59.95
Female,8,800m Freestyle,9,14:57.79
Female,8,1500m Freestyle,9,28:56.55
Female,8,50m Butterfly,9,00:46.66
Female,8,100m Butterfly,9,02:00.31
Female,8,200m Butterfly,9,04:32.40
Female,8,50m Backstroke,9,00:47.39
Female,8,100m Backstroke,9,01:45.55
Female,8,200m Backstroke,9,03:45.21
Female,8,200m Individual Medley,9,03:56.14
Female,8,400m Individual Medley,9,08:30.75
Female,8,50m Freestyle,8,00:41.64
Female,8,100m Freestyle,8,01:33.41
Female,8,200m Freestyle,8,03:30.00
Female,8,400m Freestyle,8,07:05.50
Female,8,800m Freestyle,8,15:09.65
Female,8,1500m Freestyle,8,29:19.50
Female,8,50m Butterfly,8,00:47.28
Female,8,100m Butterfly,8,02:01.90
Female,8,200m Butterfly,8,04:36.00
Female,8,50m Backstroke,8,00:48.01
Female,8,100m Backstroke,8,01:46.95
Female,8,200m Backstroke,8,03:48.18
Female,8,200m Individual Medley,8,03:59.26
Female,8,400m Individual Medley,8,08:37.50
Female,8,50m Freestyle,7,00:42.18
Female,8,100m Freestyle,7,01:34.63
Female,8,200m Freestyle,7,03:32.74
Female,8,400m Freestyle,7,07:11.05
Female,8,800m Freestyle,7,15:21.52
Female,8,1500m Freestyle,7,29:42.45
Female,8,50m Butterfly,7,00:47.89
Female,8,100m Butterfly,7,02:03.49
Female,8,200m Butterfly,7,04:39.60
Female,8,50m Backstroke,7,00:48.64
Female,8,100m Backstroke,7,01:48.34
Female,8,200m Backstroke,7,03:51.16
Female,8,200m Individual Medley,7,04:02.38
Female,8,400m Individual Medley,7,08:44.25
Female,8,50m Freestyle,6,00:42.73
Female,8,100m Freestyle,6,01:35.85
Female,8,200m Freestyle,6,03:35.48
Female,8,400m Freestyle,6,07:16.60
Female,8,800m Freestyle,6,15:33.38
Female,8,1500m Freestyle,6,30:05.40
Female,8,50m Butterfly,6,00:48.51
Female,8,100m Butterfly,6,02:05.08
Female,8,200m Butterfly,6,04:43.20
Female,8,50m Backstroke,6,00:49.26
Female,8,100m Backstroke,6,01:49.74
Female,8,200m Backstroke,6,03:54.14
Female,8,200m Individual Medley,6,04:05.50
Female,8,400m Individual Medley,6,08:51.00
Female,8,50m Freestyle,5,00:43.27
Female,8,100m Freestyle,5,01:37.07
Female,8,200m Freestyle,5,03:38.22
Female,8,400m Freestyle,5,07:22.15
Female,8,800m Freestyle,5,15:45.25
Female,8,1500m Freestyle,5,30:28.35
Female,8,50m Butterfly,5,00:49.13
Female,8,100m Butterfly,5,02:06.67
Female,8,200m Butterfly,5,04:46.80
Female,8,50m Backstroke,5,00:49.89
Female,8,100m Backstroke,5,01:51.14
Female,8,200m Backstroke,5,03:57.11
Female,8,200m Individual Medley,5,04:08.62
Female,8,400m Individual Medley,5,08:57.75
Female,8,50m Freestyle,4,00:43.81
Female,8,100m Freestyle,4,01:38.29
Female,8,200m Freestyle,4,03:40.96
Female,8,400m Freestyle,4,07:27.70
Female,8,800m Freestyle,4,15:57.11
Female,8,1500m Freestyle,4,30:51.30
Female,8,50m Butterfly,4,00:49.74
Female,8,100m Butterfly,4,02:08.26
Female,8,200m Butterfly,4,04:50.40
Female,8,50m Backstroke,4,00:50.52
Female,8,100m Backstroke,4,01:52.53
Female,8,200m Backstroke,4,04:00.09
Female,8,200m Individual Medley,4,04:11.74
Female,8,400m Individual Medley,4,09:04.50
Female,8,50m Freestyle,3,00:44.36
Female,8,100m Freestyle,3,01:39.51
Female,8,200m Freestyle,3,03:43.70
Female,8,400m Freestyle,3,07:33.25
Female,8,800m Freestyle,3,16:08.98
Female,8,1500m Freestyle,3,31:14.25
Female,8,50m Butterfly,3,00:50.36
Female,8,100m Butterfly,3,02:09.85
Female,8,200m Butterfly,3,04:54.00
Female,8,50m Backstroke,3,00:51.14
Female,8,100m Backstroke,3,01:53.93
Female,8,200m Backstroke,3,04:03.06
Female,8,200m Individual Medley,3,04:14.86
Female,8,400m Individual Medley,3,09:11.25
Female,8,50m Freestyle,2,00:44.90
Female,8,100m Freestyle,2,01:40.73
Female,8,200m Freestyle,2,03:46.44
Female,8,400m Freestyle,2,07:38.80
Female,8,800m Freestyle,2,16:20.84
Female,8,1500m Freestyle,2,31:37.20
Female,8,50m Butterfly,2,00:50.98
Female,8,100m Butterfly,2,02:11.44
Female,8,200m Butterfly,2,04:57.60
Female,8,50m Backstroke,2,00:51.77
Female,8,100m Backstroke,2,01:55.32
Female,8,200m Backstroke,2,04:06.04
Female,8,200m Individual Medley,2,04:17.98
Female,8,400m Individual Medley,2,09:18.00
Female,8,50m Freestyle,1,00:45.44
Female,8,100m Freestyle,1,01:41.94
Female,8,200m Freestyle,1,03:49.18
Female,8,400m Freestyle,1,07:44.35
Female,8,800m Freestyle,1,16:32.71
Female,8,1500m Freestyle,1,32:00.15
Female,8,50m Butterfly,1,00:51.59
Female,8,100m Butterfly,1,02:13.03
Female,8,200m Butterfly,1,05:01.20
Female,8,50m Backstroke,1,00:52.40
Female,8,100m Backstroke,1,01:56.71
Female,8,200m Backstroke,1,04:09.02
Female,8,200m Individual Medley,1,04:21.10
Female,8,400m Individual Medley,1,09:24.75
Female,9,50m Freestyle,20,00:31.52
Female,9,100m Freestyle,20,01:10.72
Female,9,200m Freestyle,20,02:35.36
Female,9,400m Freestyle,20,05:26.69
Female,9,800m Freestyle,20,11:19.00
Female,9,1500m Freestyle,20,22:18.60
Female,9,50m Butterfly,20,00:35.48
Female,9,100m Butterfly,20,01:25.04
Female,9,200m Butterfly,20,03:17.11
Female,9,50m Backstroke,20,00:36.76
Female,9,100m Backstroke,20,01:20.86
Female,9,200m Backstroke,20,02:53.07
Female,9,200m Individual Medley,20,02:56.18
Female,9,400m Individual Medley,20,06:34.79
Female,9,50m Freestyle,19,00:32.01
Female,9,100m Freestyle,19,01:11.82
Female,9,200m Freestyle,19,02:37.76
Female,9,400m Freestyle,19,05:31.74
Female,9,800m Freestyle,19,11:29.50
Female,9,1500m Freestyle,19,22:39.30
Female,9,50m Butterfly,19,00:36.03
Female,9,100m Butterfly,19,01:26.35
Female,9,200m Butterfly,19,03:20.16
Female,9,50m Backstroke,19,00:37.33
Female,9,100m Backstroke,19,01:22.11
Female,9,200m Backstroke,19,02:55.74
Female,9,200m Individual Medley,19,02:58.91
Female,9,400m Individual Medley,19,06:40.90
Female,9,50m Freestyle,18,00:32.50
Female,9,100m Freestyle,18,01:12.91
Female,9,200m Freestyle,18,02:40.16
Female,9,400m Freestyle,18,05:36.79
Female,9,800m Freestyle,18,11:40.00
Female,9,1500m Freestyle,18,23:00.00
Female,9,50m Butterfly,18,00:36.58
Female,9,100m Butterfly,18,01:27.67
Female,9,200m Butterfly,18,03:23.21
Female,9,50m Backstroke,18,00:37.90
Female,9,100m Backstroke,18,01:23.36
Female,9,200m Backstroke,18,02:58.42
Female,9,200m Individual Medley,18,03:01.63
Female,9,400m Individual Medley,18,06:47.00
Female,9,50m Freestyle,17,00:32.99
Female,9,100m Freestyle,17,01:14.00
Female,9,200m Freestyle,17,02:42.56
Female,9,400m Freestyle,17,05:41.84
Female,9,800m Freestyle,17,11:50.50
Female,9,1500m Freestyle,17,23:20.70
Female,9,50m Butterfly,17,00:37.13
Female,9,100m Butterfly,17,01:28.99
Female,9,200m Butterfly,17,03:26.26
Female,9,50m Backstroke,17,00:38.47
Female,9,100m Backstroke,17,01:24.61
Female,9,200m Backstroke,17,03:01.10
Female,9,200m Individual Medley,17,03:04.35
Female,9,400m Individual Medley,17,06:53.10
Female,9,50m Freestyle,16,00:33.47
Female,9,100m Freestyle,16,01:15.10
Female,9,200m Freestyle,16,02:44.96
Female,9,400m Freestyle,16,05:46.89
Female,9,800m Freestyle,16,12:01.00
Female,9,1500m Freestyle,16,23:41.40
Female,9,50m Butterfly,16,00:37.68
Female,9,100m Butterfly,16,01:30.30
Female,9,200m Butterfly,16,03:29.31
Female,9,50m Backstroke,16,00:39.04
Female,9,100m Backstroke,16,01:25.86
Female,9,200m Backstroke,16,03:03.77
Female,9,200m Individual Medley,16,03:07.08
Female,9,400m Individual Medley,16,06:59.21
Female,9,50m Freestyle,15,00:33.96
Female,9,100m Freestyle,15,01:16.19
Female,9,200m Freestyle,15,02:47.37
Female,9,400m Freestyle,15,05:51.95
Female,9,800m Freestyle,15,12:11.50
Female,9,1500m Freestyle,15,24:02.10
Female,9,50m Butterfly,15,00:38.23
Female,9,100m Butterfly,15,01:31.62
Female,9,200m Butterfly,15,03:32.35
Female,9,50m Backstroke,15,00:39.61
Female,9,100m Backstroke,15,01:27.11
Female,9,200m Backstroke,15,03:06.45
Female,9,200m Individual Medley,15,03:09.80
Female,9,400m Individual Medley,15,07:05.32
Female,9,50m Freestyle,14,00:34.45
Female,9,100m Freestyle,14,01:17.28
Female,9,200m Freestyle,14,02:49.77
Female,9,400m Freestyle,14,05:57.00
Female,9,800m Freestyle,14,12:22.00
Female,9,1500m Freestyle,14,24:22.80
Female,9,50m Butterfly,14,00:38.77
Female,9,100m Butterfly,14,01:32.93
Female,9,200m Butterfly,14,03:35.40
Female,9,50m Backstroke,14,00:40.17
Female,9,100m Backstroke,14,01:28.36
Female,9,200m Backstroke,14,03:09.13
Female,9,200m Individual Medley,14,03:12.53
Female,9,400m Individual Medley,14,07:11.42
Female,9,50m Freestyle,13,00:34.94
Female,9,100m Freestyle,13,01:18.38
Female,9,200m Freestyle,13,02:52.17
Female,9,400m Freestyle,13,06:02.05
Female,9,800m Freestyle,13,12:32.50
Female,9,1500m Freestyle,13,24:43.50
Female,9,50m Butterfly,13,00:39.32
Female,9,100m Butterfly,13,01:34.25
Female,9,200m Butterfly,13,03:38.45
Female,9,50m Backstroke,13,00:40.74
Female,9,100m Backstroke,13,01:29.61
Female,9,200m Backstroke,13,03:11.80
Female,9,200m Individual Medley,13,03:15.25
Female,9,400m Individual Medley,13,07:17.52
Female,9,50m Freestyle,12,00:35.42
Female,9,100m Freestyle,12,01:19.47
Female,9,200m Freestyle,12,02:54.57
Female,9,400m Freestyle,12,06:07.10
Female,9,800m Freestyle,12,12:43.00
Female,9,1500m Freestyle,12,25:04.20
Female,9,50m Butterfly,12,00:39.87
Female,9,100m Butterfly,12,01:35.56
Female,9,200m Butterfly,12,03:41.50
Female,9,50m Backstroke,12,00:41.31
Female,9,100m Backstroke,12,01:30.86
Female,9,200m Backstroke,12,03:14.48
Female,9,200m Individual Medley,12,03:17.98
Female,9,400m Individual Medley,12,07:23.63
Female,9,50m Freestyle,11,00:35.91
Female,9,100m Freestyle,11,01:20.57
Female,9,200m Freestyle,11,02:56.98
Female,9,400m Freestyle,11,06:12.15
Female,9,800m Freestyle,11,12:53.50
Female,9,1500m Freestyle,11,25:24.90
Female,9,50m Butterfly,11,00:40.42
Female,9,100m Butterfly,11,01:36.88
Female,9,200m Butterfly,11,03:44.55
Female,9,50m Backstroke,11,00:41.88
Female,9,100m Backstroke,11,01:32.11
Female,9,200m Backstroke,11,03:17.15
Female,9,200m Individual Medley,11,03:20.70
Female,9,400m Individual Medley,11,07:29.74
Female,9,50m Freestyle,10,00:36.40
Female,9,100m Freestyle,10,01:21.66
Female,9,200m Freestyle,10,02:59.38
Female,9,400m Freestyle,10,06:17.20
Female,9,800m Freestyle,10,13:04.00
Female,9,1500m Freestyle,10,25:45.60
Female,9,50m Butterfly,10,00:40.97
Female,9,100m Butterfly,10,01:38.19
Female,9,200m Butterfly,10,03:47.60
Female,9,50m Backstroke,10,00:42.45
Female,9,100m Backstroke,10,01:33.36
Female,9,200m Backstroke,10,03:19.83
Female,9,200m Individual Medley,10,03:23.43
Female,9,400m Individual Medley,10,07:35.84
Female,9,50m Freestyle,9,00:36.89
Female,9,100m Freestyle,9,01:22.75
Female,9,200m Freestyle,9,03:01.78
Female,9,400m Freestyle,9,06:22.26
Female,9,800m Freestyle,9,13:14.50
Female,9,1500m Freestyle,9,26:06.30
Female,9,50m Butterfly,9,00:41.52
Female,9,100m Butterfly,9,01:39.51
Female,9,200m Butterfly,9,03:50.64
Female,9,50m Backstroke,9,00:43.02
Female,9,100m Backstroke,9,01:34.61
Female,9,200m Backstroke,9,03:22.51
Female,9,200m Individual Medley,9,03:26.15
Female,9,400m Individual Medley,9,07:41.95
Female,9,50m Freestyle,8,00:37.37
Female,9,100m Freestyle,8,01:23.85
Female,9,200m Freestyle,8,03:04.18
Female,9,400m Freestyle,8,06:27.31
Female,9,800m Freestyle,8,13:25.00
Female,9,1500m Freestyle,8,26:27.00
Female,9,50m Butterfly,8,00:42.07
Female,9,100m Butterfly,8,01:40.82
Female,9,200m Butterfly,8,03:53.69
Female,9,50m Backstroke,8,00:43.58
Female,9,100m Backstroke,8,01:35.86
Female,9,200m Backstroke,8,03:25.18
Female,9,200m Individual Medley,8,03:28.87
Female,9,400m Individual Medley,8,07:48.05
Female,9,50m Freestyle,7,00:37.86
Female,9,100m Freestyle,7,01:24.94
Female,9,200m Freestyle,7,03:06.59
Female,9,400m Freestyle,7,06:32.36
Female,9,800m Freestyle,7,13:35.50
Female,9,1500m Freestyle,7,26:47.70
Female,9,50m Butterfly,7,00:42.62
Female,9,100m Butterfly,7,01:42.14
Female,9,200m Butterfly,7,03:56.74
Female,9,50m Backstroke,7,00:44.15
Female,9,100m Backstroke,7,01:37.11
Female,9,200m Backstroke,7,03:27.86
Female,9,200m Individual Medley,7,03:31.60
Female,9,400m Individual Medley,7,07:54.16
Female,9,50m Freestyle,6,00:38.35
Female,9,100m Freestyle,6,01:26.03
Female,9,200m Freestyle,6,03:08.99
Female,9,400m Freestyle,6,06:37.41
Female,9,800m Freestyle,6,13:46.00
Female,9,1500m Freestyle,6,27:08.40
Female,9,50m Butterfly,6,00:43.16
Female,9,100m Butterfly,6,01:43.45
Female,9,200m Butterfly,6,03:59.79
Female,9,50m Backstroke,6,00:44.72
Female,9,100m Backstroke,6,01:38.36
Female,9,200m Backstroke,6,03:30.54
Female,9,200m Individual Medley,6,03:34.32
Female,9,400m Individual Medley,6,08:00.26
Female,9,50m Freestyle,5,00:38.84
Female,9,100m Freestyle,5,01:27.13
Female,9,200m Freestyle,5,03:11.39
Female,9,400m Freestyle,5,06:42.46
Female,9,800m Freestyle,5,13:56.50
Female,9,1500m Freestyle,5,27:29.10
Female,9,50m Butterfly,5,00:43.71
Female,9,100m Butterfly,5,01:44.77
Female,9,200m Butterfly,5,04:02.84
Female,9,50m Backstroke,5,00:45.29
Female,9,100m Backstroke,5,01:39.62
Female,9,200m Backstroke,5,03:33.21
Female,9,200m Individual Medley,5,03:37.05
Female,9,400m Individual Medley,5,08:06.37
Female,9,50m Freestyle,4,00:39.32
Female,9,100m Freestyle,4,01:28.22
Female,9,200m Freestyle,4,03:13.79
Female,9,400m Freestyle,4,06:47.52
Female,9,800m Freestyle,4,14:07.00
Female,9,1500m Freestyle,4,27:49.80
Female,9,50m Butterfly,4,00:44.26
Female,9,100m Butterfly,4,01:46.08
Female,9,200m Butterfly,4,04:05.88
Female,9,50m Backstroke,4,00:45.86
Female,9,100m Backstroke,4,01:40.87
Female,9,200m Backstroke,4,03:35.89
Female,9,200m Individual Medley,4,03:39.77
Female,9,400m Individual Medley,4,08:12.47
Female,9,50m Freestyle,3,00:39.81
Female,9,100m Freestyle,3,01:29.31
Female,9,200m Freestyle,3,03:16.20
Female,9,400m Freestyle,3,06:52.57
Female,9,800m Freestyle,3,14:17.50
Female,9,1500m Freestyle,3,28:10.50
Female,9,50m Butterfly,3,00:44.81
Female,9,100m Butterfly,3,01:47.40
Female,9,200m Butterfly,3,04:08.93
Female,9,50m Backstroke,3,00:46.43
Female,9,100m Backstroke,3,01:42.12
Female,9,200m Backstroke,3,03:38.56
Female,9,200m Individual Medley,3,03:42.50
Female,9,400m Individual Medley,3,08:18.58
Female,9,50m Freestyle,2,00:40.30
Female,9,100m Freestyle,2,01:30.41
Female,9,200m Freestyle,2,03:18.60
Female,9,400m Freestyle,2,06:57.62
Female,9,800m Freestyle,2,14:28.00
Female,9,1500m Freestyle,2,28:31.20
Female,9,50m Butterfly,2,00:45.36
Female,9,100m Butterfly,2,01:48.71
Female,9,200m Butterfly,2,04:11.98
Female,9,50m Backstroke,2,00:47.00
Female,9,100m Backstroke,2,01:43.37
Female,9,200m Backstroke,2,03:41.24
Female,9,200m Individual Medley,2,03:45.22
Female,9,400m Individual Medley,2,08:24.68
Female,9,50m Freestyle,1,00:40.79
Female,9,100m Freestyle,1,01:31.50
Female,9,200m Freestyle,1,03:21.00
Female,9,400m Freestyle,1,07:02.67
Female,9,800m Freestyle,1,14:38.50
